id,State_Code,State_Name,City,Zip_Code,ALand,AWater,Mean
6012218,6,California,Avery,95224,9398404,12551,94240
6012228,6,California,Dublin,94568,39453265,0,126995
6012238,6,California,Hemet,92544,13467988,0,59514
6012248,6,California,Compton,90221,2129017,0,55412
6012258,6,California,San Luis Obispo,93401,3158263,0,70959
6012268,6,California,Elk Creek,95939,3753632,81504,43059
6012278,6,California,El Segundo,90245,14149156,4084,104661
6012288,6,California,Escondido,92026,96015101,455887,67119
6012298,6,California,Chowchilla,93610,20035532,0,46256
6012308,6,California,Sonoma,95476,3783771,0,67684
6012318,6,California,Flournoy,96029,15012811,0,55519
6012328,6,California,New Pine Creek,97635,8288093,43567,39439
6012338,6,California,Merced,95348,5226600,0,49495
6012348,6,California,Fresno,93730,3239536,130737,33535
6012358,6,California,Stockton,95215,6693771,0,45384
6012368,6,California,Gilroy,95020,41808104,26658,94368
6012378,6,California,Downieville,95936,5309072,43381,21163
6012388,6,California,Westley,95387,577471,0,46187
6012398,6,California,Greenville,95947,20701558,0,40839
6012408,6,California,Gustine,95322,4017002,0,55566
6012418,6,California,Vacaville,95688,16772049,72212,107548
6012428,6,California,Herald,95638,20406214,57778,105322
6012438,6,California,Highland,92346,48574930,348871,71416
6012448,6,California,Twentynine Palms,92227,87750645,0,38162
6012458,6,California,Huntington Beach,92648,69762694,13438927,98804
6012468,6,California,Greenville,95947,4770041,0,17122
6012478,6,California,Ione,95640,11901656,118011,67768
6012488,6,California,Jamul,91935,42950502,647442,116516
6012498,6,California,Jurupa Valley,92509,111216400,1914744,66953
6012508,6,California,Kenwood,95452,13381220,0,102857
6012518,6,California,Truckee,96161,2490333,22032,69749
6012528,6,California,Ladera Ranch,92694,12539189,0,146539
6012538,6,California,Chester,96020,7104824,0,105321
6012548,6,California,Redding,96003,12160323,1511480,54704
6012558,6,California,Aguanga,92536,18888597,216496,64425
6012568,6,California,Riverdale,93656,5227767,0,53317
6012578,6,California,La Selva Beach,95076,13718837,0,115367
6012588,6,California,Lebec,93243,39701013,760,50166
6012598,6,California,Barstow,92311,5733125,0,45143
6012608,6,California,Lindsay,93247,7077625,0,40664
6012618,6,California,Livingston,95334,9518115,7397,57266
6012628,6,California,Ben Lomond,95005,8738098,315,89332
6012638,6,California,Mountain View,94040,16768400,0,159081
6012648,6,California,Lost Hills,93249,14378332,30536,36199
6012658,6,California,Mcarthur,96056,2593485,37760,62566
6012668,6,California,Madera,93637,40893995,0,49807
6012678,6,California,Eureka,95502,1694566,128417,46160
6012688,6,California,Jackson,95642,6049766,2501,42633
6012698,6,California,Quincy,95971,22066143,0,66548
6012708,6,California,Merced,95340,60156228,0,51987
6012718,6,California,Herlong,96113,13705685,14513,123055
6012728,6,California,Lompoc,93438,3183261,20596,103219
6012738,6,California,Monrovia,91016,35233831,282079,86051
6012748,6,California,Turlock,95313,122388,0,22499
6012758,6,California,Twentynine Palms,92277,65316994,0,48547
6012768,6,California,Martinez,94553,750549,0,67025
6012778,6,California,San Bernardino,92411,8140238,10189,44076
6012788,6,California,Tulelake,96134,6233913,14912,22615
6012798,6,California,Norco,92860,35673942,573824,97832
6012808,6,California,Richmond,94801,3647916,363936,50937
6012818,6,California,Oak Hills,92344,63169978,0,87622
6012828,6,California,Oceano,93445,3967125,39217,54837
6012838,6,California,Weldon,93283,29658339,203115,39841
6012848,6,California,Oroville,95966,55884164,454009,59644
6012858,6,California,Palm Desert,92260,69446779,528739,71209
6012868,6,California,Paramount,90723,12248385,286383,55116
6012878,6,California,Visalia,93292,3744548,0,50731
6012888,6,California,Petaluma,94952,37250003,277684,91924
6012898,6,California,King City,93930,8639261,2301,75691
6012908,6,California,Piru,93040,7302658,40401,57660
6012918,6,California,Santa Cruz,95062,1949108,3266640,80553
6012928,6,California,Benicia,94510,410058,0,104845
6012938,6,California,Chester,96020,1561232,0,89000
6012948,6,California,Ramona,92065,99552934,54011,77090
6012958,6,California,Corning,96021,30144332,200760,37053
6012968,6,California,Redwood Valley,95470,7086877,31597,84082
6012978,6,California,Rio Dell,95562,5907975,350980,45122
6012988,6,California,Somerset,95684,947248,0,48136
6012998,6,California,Lomita,90717,9244326,114521,143582
6013008,6,California,Ross,94957,4030683,0,164985
6013018,6,California,Sacramento,95816,253621861,5651667,64615
6013028,6,California,Upland,91784,6197121,415767,107195
6013038,6,California,San Dimas,91773,38946890,1010265,91998
6013048,6,California,San Juan Capistrano,92675,36867985,506820,95567
6013058,6,California,San Miguel,93451,4348735,0,62308
6013068,6,California,Santa Cruz,95060,32997148,7998546,80113
6013078,6,California,San Rafael,94903,9481991,49066,97244
6013088,6,California,Aptos,95003,1985369,2027,72597
6013098,6,California,Visalia,93292,1647669,0,32149
6013108,6,California,Shingletown,96088,63570624,177508,52956
6013118,6,California,Helendale,92342,13400119,1031337,73676
6013128,6,California,Truckee,96161,872116,0,30614
6013138,6,California,South Gate,90280,18741686,302705,54149
6013148,6,California,Ravendale,96123,8621924,0,60188
6013158,6,California,Palo Alto,94304,7073378,117653,89161
6013168,6,California,Porterville,93257,3642431,33920,33647
6013178,6,California,Truckee,96161,8761078,0,72202
6013188,6,California,Taft,93268,766308,0,57445
6013198,6,California,Shoshone,92384,48145645,177237,24696
6013208,6,California,Terra Bella,93270,7046785,0,38206
6013218,6,California,Cazadero,95421,14637533,0,63405
6013228,6,California,Tracy,95376,57348808,352292,87689
6013238,6,California,Tulare,93274,52770665,197822,58613
6013248,6,California,Twentynine Palms,92277,153179072,0,52048
6013258,6,California,Avery,95224,22171596,11721,68946
6013268,6,California,Castaic,91384,6644175,0,80845
6013278,6,California,Azusa,91702,3813316,0,82224
6013288,6,California,Walnut,91789,23290060,9650,108837
6013298,6,California,Watsonville,95076,17320714,249705,57753
6013308,6,California,Torrance,90502,5868540,33313,79017
6013318,6,California,Los Angeles,90047,4785352,0,39928
6013328,6,California,Wheatland,95692,21035373,17378,64580
6013338,6,California,Willow Creek,95573,78501427,777006,35613
6013348,6,California,Lake Isabella,93240,16577597,460,52875
6013358,6,California,Oroville,95965,15603918,5269,51844
6013368,6,California,Twentynine Palms,92277,103639185,0,51100
60210009,6,California,Kensington,94708,1012219,24193,141291
60210019,6,California,Crescent City,95531,22901753,1194738,56914
60210029,6,California,Fort Dick,95538,91874516,24801680,65856
60210039,6,California,South Lake Tahoe,96150,9413521,1486408,68506
60210049,6,California,South Lake Tahoe,96150,4779638,541288,112677
60210059,6,California,South Lake Tahoe,96150,17251475,36532,94980
60210069,6,California,Cool,95614,164681146,12435366,93996
60210079,6,California,El Dorado Hills,95762,13426997,5786926,135569
60210089,6,California,El Dorado Hills,95762,7898800,0,175893
6021009,6,California,Bakersfield,93307,1933623,0,26342
60210099,6,California,Cameron Park,95682,4823496,0,122054
60210109,6,California,Placerville,95667,50593598,237049,94510
60210119,6,California,Placerville,95667,20870878,5379,82260
60210129,6,California,Grizzly Flat,95636,788931826,156657,80195
60210139,6,California,Placerville,95667,26423036,55829,48564
60210149,6,California,South Lake Tahoe,96150,7926181,0,46427
60210159,6,California,South Lake Tahoe,96150,185200390,16702898,68746
60210169,6,California,Fresno,93721,3403396,0,31331
60210179,6,California,Pasadena,91107,2464480,0,26936
60210189,6,California,Fresno,93706,1970493,0,32195
6021019,6,California,Bakersfield,93311,3628738,0,101564
60210199,6,California,Fresno,93725,3401956,0,37775
60210209,6,California,Fresno,93725,1307805,0,23025
60210219,6,California,Fresno,93727,2509841,0,114884
60210229,6,California,Fowler,93625,51215832,0,68012
60210239,6,California,Fresno,93706,66565791,0,67770
60210249,6,California,Fresno,93728,1826004,0,37213
60210259,6,California,Fresno,93703,2446459,0,46000
60210269,6,California,Fresno,93702,1294128,0,25363
60210279,6,California,Fresno,93702,1300765,0,44403
60210289,6,California,Fresno,93727,1298390,0,20513
6021029,6,California,Bakersfield,93311,2683077,0,90801
60210299,6,California,Fresno,93727,1319413,0,28276
60210309,6,California,Clovis,93612,1593911,0,47015
60210319,6,California,Fresno,93703,1606186,0,38784
60210329,6,California,Fresno,93703,1917438,0,39390
60210339,6,California,Fresno,93704,1948191,0,100401
60210349,6,California,Fresno,93723,26665736,0,96454
60210359,6,California,Fresno,93722,4573634,0,69094
60210369,6,California,Kerman,93630,456643014,1669517,45548
60210379,6,California,Fresno,93705,5093624,0,61762
60210389,6,California,Fresno,93722,2259452,0,78293
6021039,6,California,Bakersfield,93307,2663486,0,49017
60210399,6,California,Fresno,93722,2518147,0,75827
60210409,6,California,Fresno,93711,3948464,0,99856
60210419,6,California,Fresno,93720,2509936,0,51513
60210429,6,California,Fresno,93710,2583355,0,42661
60210439,6,California,Fresno,93704,2577365,0,130379
60210449,6,California,Fresno,93721,1258504,0,24519
60210459,6,California,Fresno,93704,1707572,0,42565
60210469,6,California,Fresno,93726,2587727,0,60998
60210479,6,California,Fresno,93726,1940423,0,49134
60210489,6,California,Fresno,93710,1297000,0,26223
6021049,6,California,Lebec,93243,38431214,5718,56992
60210499,6,California,Fresno,93710,1302012,0,31272
60210509,6,California,Fresno,93720,2595076,0,92719
60210519,6,California,Clovis,93611,2638723,0,94931
60210529,6,California,Fresno,93730,4242705,0,116641
60210539,6,California,Clovis,93619,21715865,0,105422
60210549,6,California,Clovis,93612,1342784,0,42459
60210559,6,California,Clovis,93611,2452835,0,48088
60210569,6,California,Clovis,93612,2660902,0,72850
60210579,6,California,Clovis,93611,2538818,0,66140
60210589,6,California,Sanger,93657,71055587,0,77299
6021059,6,California,Bakersfield,93312,2625793,0,76076
60210599,6,California,Sanger,93657,9651097,0,36631
60210609,6,California,Sanger,93657,7727989,98868,67028
60210619,6,California,Big Creek,93605,3881982484,67781196,91840
60210629,6,California,Tollhouse,93667,602041242,12142384,107612
60210639,6,California,Orange Cove,93646,14521583,0,36480
60210649,6,California,Reedley,93654,2400004,0,82535
60210659,6,California,Parlier,93648,37292531,58223,61962
60210669,6,California,Selma,93662,8007694,0,58925
60210679,6,California,Kingsburg,93631,34586228,0,124958
60210689,6,California,Selma,93662,164109807,595054,43666
6021069,6,California,Shafter,93263,1952873,0,39209
60210699,6,California,Raisin City,93652,356819981,0,46691
60210709,6,California,Five Points,93624,523797951,0,29663
60210719,6,California,Coalinga,93210,7764098,0,95126
60210729,6,California,Mendota,93640,34326358,1246570,40404
60210739,6,California,Firebaugh,93622,163319889,147542,59164
60210749,6,California,Parlier,93648,11032698,0,42883
60210759,6,California,Elk Creek,95939,2543687353,20806568,63237
60210769,6,California,Hamilton City,95951,159003182,4075142,47707
60210779,6,California,Eureka,95501,3118704,585951,85033
60210789,6,California,Eureka,95503,7021056,79059,99433
6021079,6,California,Mcfarland,93250,9348876,0,38045
60210799,6,California,Eureka,95501,3322756,0,42733
60210809,6,California,Eureka,95503,64395335,51300,75316
60210819,6,California,Arcata,95521,9583422,48911,40289
60210829,6,California,Trinidad,95570,623268581,37913250,59154
60210839,6,California,Mckinleyville,95519,9626771,768174,48106
60210849,6,California,Fortuna,95540,111653816,11869455,68994
60210859,6,California,Bridgeville,95526,1048738443,1050081,50321
60210869,6,California,Scotia,95565,301387508,3764824,64765
60210879,6,California,Hoopa,95546,364587558,2376734,42756
60210889,6,California,Brawley,92227,467605592,338212,68139
6021089,6,California,Weldon,93283,915225871,10747684,44177
60210899,6,California,Brawley,92227,8650616,0,67675
602109,6,California,Oakland,94606,706611,0,69451
60210909,6,California,Holtville,92250,16189619,11902,41460
60210919,6,California,Imperial,92251,180074669,59691,82874
60210929,6,California,El Centro,92243,128721904,0,48768
60210939,6,California,El Centro,92243,2047643,0,52637
60210949,6,California,El Centro,92243,1728129,0,39420
60210959,6,California,Calexico,92231,4903395,0,70533
60210969,6,California,Seeley,92273,2371638508,0,40304
60210979,6,California,Bishop,93514,817698012,1791706,91625
60210989,6,California,Independence,93526,6774894635,22267571,64939
6021099,6,California,California City,93505,184103303,63269,57977
60210999,6,California,Bakersfield,93308,1734856,0,47383
60211009,6,California,Bakersfield,93308,1518290,0,50879
60211019,6,California,Bakersfield,93308,3281609,0,44633
60211029,6,California,Bakersfield,93305,2710692,0,61146
60211039,6,California,Bakersfield,93306,1325489,0,64345
60211049,6,California,Bakersfield,93306,1270876,0,58604
60211059,6,California,Bakersfield,93307,46640125,0,63028
60211069,6,California,Bakersfield,93306,1242887,0,31798
60211079,6,California,Bakersfield,93305,1963270,0,42143
60211089,6,California,Bakersfield,93305,2352332,0,26335
6021109,6,California,Tehachapi,93561,1762868838,1722269,79435
60211099,6,California,Bakersfield,93309,2487330,0,56318
60211109,6,California,Bakersfield,93304,1711057,0,29901
60211119,6,California,Bakersfield,93307,1933623,0,18072
60211129,6,California,Bakersfield,93307,2390586,0,38245
60211139,6,California,Bakersfield,93304,2544245,0,57296
60211149,6,California,Bakersfield,93309,3141483,0,72112
60211159,6,California,Bakersfield,93309,1593248,0,28287
60211169,6,California,Bakersfield,93309,1658082,0,57505
60211179,6,California,Bakersfield,93311,2683077,0,107627
60211189,6,California,Bakersfield,93304,2676218,0,56758
6021119,6,California,Bakersfield,93307,10516284,11548,36454
60211199,6,California,Bakersfield,93309,2990532,21487,54369
60211209,6,California,Bakersfield,93304,1663268,0,62899
60211219,6,California,Bakersfield,93307,2663486,0,46091
60211229,6,California,Bakersfield,93313,3972596,0,54283
60211239,6,California,Bakersfield,93313,4078265,0,73228
60211249,6,California,Lebec,93243,38431214,5718,52122
60211259,6,California,Taft,93268,5460923,0,67801
60211269,6,California,Bakersfield,93312,4182720,0,120751
60211279,6,California,Bakersfield,93312,2594225,0,134280
60211289,6,California,Shafter,93263,33286247,0,46599
6021129,6,California,Hanford,93232,7811251,0,94000
60211299,6,California,Wasco,93280,95855076,0,47921
60211309,6,California,Delano,93215,2538080,0,0
60211319,6,California,Mcfarland,93250,6380404,0,45167
60211329,6,California,Delano,93215,2646296,0,43192
60211339,6,California,Bakersfield,93308,189484464,734142,59397
60211349,6,California,Weldon,93283,915225871,10747684,29345
60211359,6,California,Ridgecrest,93555,285090603,1682199,37548
60211369,6,California,Ridgecrest,93555,10338275,0,69092
60211379,6,California,Inyokern,93527,717321128,830691,125966
60211389,6,California,California City,93505,15614678,104459,42088
6021139,6,California,Hanford,93230,395454317,2468994,69956
60211399,6,California,Rosamond,93560,13606213,91179,57877
60211409,6,California,Tehachapi,93561,8252163,41832,74316
60211419,6,California,Tehachapi,93561,271516318,195733,95438
60211429,6,California,Arvin,93203,15829037,0,53026
60211439,6,California,Lamont,93241,7640788,92463,39654
60211449,6,California,California City,93505,2031989773,2059603,47312
60211459,6,California,Lemoore,93245,66360248,0,84148
60211469,6,California,Lemoore,93245,4496379,0,61052
60211479,6,California,Hanford,93232,2629834,0,92303
60211489,6,California,Hanford,93232,10472407,0,42361
6021149,6,California,Lakeport,95453,98936991,5823386,50565
60211499,6,California,Hanford,93230,6846460,0,64685
60211509,6,California,Hanford,93232,9745964,0,46209
60211519,6,California,Corcoran,93212,2958836,0,48378
60211529,6,California,Avenal,93204,788709886,586957,0
60211539,6,California,Lakeport,95453,8428308,4103771,61381
60211549,6,California,Clearlake Oaks,95423,297001119,28353989,46508
60211559,6,California,Clearlake,95422,3254689,1828940,41732
60211569,6,California,Kelseyville,95451,184132672,444115,61941
60211579,6,California,Ravendale,96123,7516904817,87782883,43464
60211589,6,California,Susanville,96130,128206100,433111,60707
6021159,6,California,Lakeport,95453,146143358,44384575,59288
60211599,6,California,Janesville,96114,154771010,219551,72742
60211609,6,California,Tujunga,91042,650690,0,54587
60211619,6,California,Tujunga,91042,6310054,0,80790
60211629,6,California,Sunland,91040,1241029,0,87333
60211639,6,California,Sunland,91040,2500753,0,71081
60211649,6,California,Pacoima,91331,1096645,0,41633
60211659,6,California,Lake View Terrace,91342,2664512,3735,45536
60211669,6,California,Pacoima,91331,681117,0,66370
60211679,6,California,Pacoima,91331,531171,0,63855
60211689,6,California,Pacoima,91331,531802,0,49790
6021169,6,California,Litchfield,96117,389798096,6275919,78642
60211699,6,California,Sylmar,91342,1438283,0,75216
60211709,6,California,Sylmar,91342,2085950,916,78072
60211719,6,California,Sylmar,91342,2205882,0,77745
60211729,6,California,Granada Hills,91344,1577594,0,116540
60211739,6,California,Sylmar,91342,792930,0,61085
60211749,6,California,Northridge,91326,2563867,0,149418
60211759,6,California,Granada Hills,91344,1233087,0,89915
60211769,6,California,Mission Hills,91345,2214559,33284,84635
60211779,6,California,Granada Hills,91344,1586861,0,78131
60211789,6,California,Granada Hills,91344,1912806,0,104501
6021179,6,California,Sun Valley,91352,1658545,0,88535
60211799,6,California,Northridge,91326,2611197,11547,102520
60211809,6,California,Northridge,91325,1552799,0,80195
60211819,6,California,Chatsworth,91311,998550,0,100529
60211829,6,California,West Hills,91304,1143944,0,51265
60211839,6,California,Chatsworth,91311,1048340,17,49196
60211849,6,California,Canoga Park,91306,1522529,7193,97358
60211859,6,California,Northridge,91324,1366767,8775,54102
60211869,6,California,Northridge,91325,1905159,0,72350
60211879,6,California,North Hills,91343,1813873,0,97155
60211889,6,California,North Hills,91343,1800594,0,94694
6021189,6,California,Pacoima,91331,1096645,0,50352
60211899,6,California,North Hills,91343,544546,12334,57134
602119,6,California,Berkeley,94707,1106644,0,137482
60211909,6,California,Arleta,91331,947373,4796,63169
60211919,6,California,Panorama City,91402,326387,0,55225
60211929,6,California,Pacomia,91331,1236126,5942,93735
60211939,6,California,Panorama City,91402,537557,14554,53845
60211949,6,California,Panorama City,91402,376444,10489,38639
60211959,6,California,Sun Valley,91352,1929812,109629,64124
60211969,6,California,Sun Valley,91352,7457714,82268,82152
60211979,6,California,North Hollywood,91605,485688,0,37221
60211989,6,California,North Hollywood,91605,2879762,383141,78216
6021199,6,California,Pacoima,91331,531002,0,55742
60211999,6,California,Sun Valley,91352,1704843,0,72734
60212009,6,California,North Hollywood,91606,900961,1374,54091
60212019,6,California,North Hollywood,91606,757734,0,51251
60212029,6,California,North Hollywood,91605,488725,8391,44769
60212039,6,California,Van Nuys,91401,1504231,28231,70527
60212049,6,California,North Hollywood,91606,1290040,0,66694
60212059,6,California,North Hollywood,91601,649220,0,61317
60212069,6,California,North Hollywood,91606,972593,0,61971
60212079,6,California,Van Nuys,91401,961439,14163,79790
60212089,6,California,Sherman Oaks,91423,1347604,14339,99722
6021209,6,California,Sylmar,91342,2010765,7144,79124
60212099,6,California,North Hollywood,91601,1303249,498,80337
60212109,6,California,North Hollywood,91601,696294,0,82066
60212119,6,California,Van Nuys,91405,280065,5981,47449
60212129,6,California,Van Nuys,91406,2157566,24074,51373
60212139,6,California,Van Nuys,91406,644917,3699,46447
60212149,6,California,Van Nuys,91411,614498,0,27295
60212159,6,California,Van Nuys,91401,648896,0,66827
60212169,6,California,Van Nuys,91411,413941,0,31285
60212179,6,California,Van Nuys,91401,1134338,0,109043
60212189,6,California,Van Nuys,91411,971146,0,85057
6021219,6,California,Downey,90242,5708881,8398,84852
60212199,6,California,Van Nuys,91406,1101835,0,88486
60212209,6,California,Reseda,91335,1107142,0,66388
60212219,6,California,Reseda,91335,1315590,0,61022
60212229,6,California,Van Nuys,91406,1600216,0,74793
60212239,6,California,Reseda,91335,1278601,0,67360
60212249,6,California,Reseda,91335,1184831,9256,92706
60212259,6,California,Canoga Park,91303,740801,12733,93502
60212269,6,California,Canoga Park,91303,1459395,7345,87073
60212279,6,California,West Hills,91304,357583,0,44542
60212289,6,California,Canoga Park,91303,950602,16628,50429
6021229,6,California,Sylmar,91342,1112675,0,94672
60212299,6,California,Canoga Park,91306,1859220,15191,62210
60212309,6,California,West Hills,91307,1653268,15193,96502
60212319,6,California,West Hills,91307,1531444,351,127420
60212329,6,California,Woodland Hills,91367,3005794,4374,102316
60212339,6,California,Woodland Hills,91367,2446884,0,113789
60212349,6,California,Woodland Hills,91364,2090222,0,74477
60212359,6,California,Encino,91316,1239789,0,99682
60212369,6,California,Encino,91316,415553,0,50185
60212379,6,California,Encino,91316,289067,0,55119
60212389,6,California,Encino,91436,8849170,545563,179773
6021239,6,California,Granada Hills,91344,1191362,0,88973
60212399,6,California,Sherman Oaks,91403,693120,7927,80261
60212409,6,California,Sherman Oaks,91403,712236,0,91762
60212419,6,California,Sherman Oaks,91423,3244103,0,176545
60212429,6,California,North Hollywood,91602,1649228,5619,108180
60212439,6,California,Studio City,91604,1191719,46468,81124
60212449,6,California,Studio City,91604,2606925,0,158569
60212459,6,California,Los Angeles,90041,4107036,30513,88527
60212469,6,California,Los Angeles,90041,1094425,0,106443
60212479,6,California,Los Angeles,90042,535234,0,56625
60212489,6,California,Los Angeles,90042,485332,0,65014
6021249,6,California,Granada Hills,91344,1912806,0,94880
60212499,6,California,Los Angeles,90042,378642,0,48313
60212509,6,California,Los Angeles,90042,308656,0,32750
60212519,6,California,Los Angeles,90017,548004,0,62747
60212529,6,California,Los Angeles,90065,1347301,0,104280
60212539,6,California,Los Angeles,90065,1685262,0,93243
60212549,6,California,Los Angeles,90065,1960131,236567,50672
60212559,6,California,Los Angeles,90027,753140,23077,71281
60212569,6,California,Los Angeles,90027,395232,0,68430
60212579,6,California,Los Angeles,90028,1899967,0,123433
60212589,6,California,Los Angeles,90068,3985565,360117,122950
6021259,6,California,Chatsworth,91311,7280767,3053,111176
60212599,6,California,Los Angeles,90046,83969,0,71807
60212609,6,California,Los Angeles,90028,211376,0,38165
60212619,6,California,Los Angeles,90028,243960,0,37398
60212629,6,California,Hollywood,90028,490199,0,42480
60212639,6,California,Los Angeles,90029,379659,0,41109
60212649,6,California,Los Angeles,90027,422484,0,49524
60212659,6,California,Los Angeles,90029,228850,0,35216
60212669,6,California,Los Angeles,90038,404735,0,58909
60212679,6,California,Los Angeles,90038,879494,0,89790
60212689,6,California,Los Angeles,90004,340750,0,54342
6021269,6,California,Chatsworth,91311,4073592,7269,94752
60212699,6,California,Los Angeles,90046,2542750,0,98817
60212709,6,California,Los Angeles,90046,465758,0,103697
60212719,6,California,Los Angeles,90027,600825,0,74463
60212729,6,California,Los Angeles,90026,1030345,0,109647
60212739,6,California,Los Angeles,90026,483407,0,67269
60212749,6,California,Los Angeles,90026,335855,0,59596
60212759,6,California,Los Angeles,90026,654246,0,55746
60212769,6,California,Los Angeles,90026,388300,0,57929
60212779,6,California,Los Angeles,90031,943133,18746,44460
60212789,6,California,Los Angeles,90031,669971,27134,50538
6021279,6,California,Northridge,91324,1737514,3837,67978
60212799,6,California,Los Angeles,90032,1013911,0,57923
60212809,6,California,Los Angeles,90042,991722,0,63300
60212819,6,California,Los Angeles,90032,439362,0,43352
60212829,6,California,Los Angeles,90033,657447,0,44291
60212839,6,California,Los Angeles,90033,553402,0,46628
60212849,6,California,Los Angeles,90063,487391,0,56085
60212859,6,California,Los Angeles,90033,301203,0,38558
60212869,6,California,Los Angeles,90033,564176,18298,33061
60212879,6,California,Los Angeles,90015,909972,0,44018
60212889,6,California,Los Angeles,90033,959084,24034,30136
6021289,6,California,North Hills,91343,1331906,0,92122
60212899,6,California,Los Angeles,90012,415045,0,29299
602129,6,California,Oakland,94606,560047,0,77975
60212909,6,California,Los Angeles,90017,1101206,0,77583
60212919,6,California,Los Angeles,90057,229680,0,34427
60212929,6,California,Los Angeles,90026,350137,0,41800
60212939,6,California,Los Angeles,90057,211495,0,25736
60212949,6,California,Los Angeles,90017,69958,0,26396
60212959,6,California,Los Angeles,90005,182482,0,33119
60212969,6,California,Los Angeles,90015,408975,0,31778
60212979,6,California,Los Angeles,90004,213921,0,65975
60212989,6,California,Los Angeles,90004,186272,0,37242
6021299,6,California,Arleta,91331,1016688,56537,73869
60212999,6,California,Los Angeles,90010,651518,0,84137
60213009,6,California,Los Angeles,90004,185958,0,52773
60213019,6,California,Los Angeles,90005,138654,0,37655
60213029,6,California,Los Angeles,90010,161921,0,45470
60213039,6,California,Los Angeles,90005,357156,0,43047
60213049,6,California,Los Angeles,90019,373620,0,64429
60213059,6,California,Los Angeles,90006,312089,0,38042
60213069,6,California,Los Angeles,90036,1011536,0,91974
60213079,6,California,Los Angeles,90036,752344,0,112171
60213089,6,California,Los Angeles,90036,581188,0,95353
6021309,6,California,Panorama City,91402,1288673,21675,84752
60213099,6,California,Beverly Hills,90211,506805,0,83580
60213109,6,California,Los Angeles,90036,964417,0,104387
60213119,6,California,Beverly Hills,90211,229443,0,105278
60213129,6,California,Los Angeles,90019,1094558,0,96724
60213139,6,California,Los Angeles,90019,897832,0,68459
60213149,6,California,Los Angeles,90019,598601,0,48056
60213159,6,California,Los Angeles,90016,891389,9421,36483
60213169,6,California,Los Angeles,90016,523256,0,55594
60213179,6,California,Los Angeles,90056,703403,0,53101
60213189,6,California,Los Angeles,90047,651811,0,50760
6021319,6,California,Panorama City,91402,202442,4839,38768
60213199,6,California,Los Angeles,90016,524891,0,32732
60213209,6,California,Los Angeles,90016,979760,635,53755
60213219,6,California,Los Angeles,90007,659399,0,43755
60213229,6,California,Los Angeles,90018,532313,0,59581
60213239,6,California,Los Angeles,90007,304336,0,37090
60213249,6,California,Los Angeles,90018,655700,0,66637
60213259,6,California,Los Angeles,90007,651938,0,32434
60213269,6,California,Los Angeles,90015,180792,0,27706
60213279,6,California,Los Angeles,90007,635819,0,18224
60213289,6,California,Los Angeles,90011,426940,0,37079
6021329,6,California,Sun Valley,91352,1334916,0,52081
60213299,6,California,Los Angeles,90015,1003327,0,63161
60213309,6,California,Los Angeles,90016,546319,0,34963
60213319,6,California,Los Angeles,90007,448896,0,43320
60213329,6,California,Los Angeles,90058,844483,0,27709
60213339,6,California,Los Angeles,90011,502415,515,29157
60213349,6,California,Los Angeles,90007,320681,0,24867
60213359,6,California,Los Angeles,90062,621035,0,45723
60213369,6,California,Los Angeles,90037,323785,0,27902
60213379,6,California,Los Angeles,90037,380033,0,40100
60213389,6,California,Los Angeles,90056,628761,0,38268
6021339,6,California,North Hollywood,91605,706999,0,35986
60213399,6,California,Los Angeles,90044,795281,0,40317
60213409,6,California,Los Angeles,90008,1241882,0,80654
60213419,6,California,Los Angeles,90056,751799,0,48612
60213429,6,California,Los Angeles,90043,742058,0,50194
60213439,6,California,Los Angeles,90043,447718,0,39570
60213449,6,California,Los Angeles,90007,851553,0,39666
60213459,6,California,Los Angeles,90008,1130682,0,75488
60213469,6,California,Los Angeles,90008,1340500,0,70405
60213479,6,California,Los Angeles,90044,453406,0,31830
60213489,6,California,Los Angeles,90044,516110,0,58280
6021349,6,California,North Hollywood,91606,1303487,0,66348
60213499,6,California,Los Angeles,90044,503742,0,51703
60213509,6,California,Los Angeles,90047,979778,0,54556
60213519,6,California,Inglewood,90305,983749,0,49347
60213529,6,California,Los Angeles,90044,468279,0,30063
60213539,6,California,Los Angeles,90011,1275622,0,43828
60213549,6,California,Los Angeles,90001,474213,0,36769
60213559,6,California,Los Angeles,90003,409688,0,37936
60213569,6,California,Los Angeles,90001,609444,0,36647
60213579,6,California,Los Angeles,90003,746814,0,45501
60213589,6,California,Los Angeles,90003,601299,0,34515
6021359,6,California,North Hollywood,91606,1290040,0,62472
60213599,6,California,Los Angeles,90002,1194494,0,26815
60213609,6,California,Los Angeles,90015,1057639,12764,60519
60213619,6,California,Los Angeles,90015,486637,0,41169
60213629,6,California,Los Angeles,90044,1163227,0,35746
60213639,6,California,Los Angeles,90015,275776,0,21116
60213649,6,California,Los Angeles,90059,475994,0,23353
60213659,6,California,Los Angeles,90059,607015,0,53823
60213669,6,California,Los Angeles,90077,8744150,27033,166585
60213679,6,California,Los Angeles,90049,11268734,0,189728
60213689,6,California,Pacific Palisades,90272,1946781,528324,130804
6021369,6,California,North Hollywood,91601,324351,0,43354
60213699,6,California,Los Angeles,90049,396480,0,105830
60213709,6,California,Los Angeles,90024,438820,0,103013
60213719,6,California,Los Angeles,90024,130983,0,34222
60213729,6,California,Los Angeles,90024,767203,0,113671
